,Agency,Gage,Timestamp,Discharge [cfs],Stage [ft],Discharge [m^3/s]
2731,USGS,5355200,3/24/1999,1140.0,0.732766979,32.281152
2732,USGS,5355200,3/25/1999,1090.0,0.700628077,30.865312
2733,USGS,5355200,3/26/1999,1040.0,0.668489174,29.449472
2734,USGS,5355200,3/27/1999,998.0,0.641492496,28.2601664
2735,USGS,5355200,3/28/1999,1020.0,0.655633613,28.883136
2736,USGS,5355200,3/29/1999,1080.0,0.694200296,30.582144
2737,USGS,5355200,3/30/1999,1090.0,0.700628077,30.865312
2738,USGS,5355200,3/31/1999,1100.0,0.707055857,31.14848
2739,USGS,5355200,4/1/1999,1070.0,0.687772516,30.298976
2740,USGS,5355200,4/2/1999,1050.0,0.674916955,29.73264
2741,USGS,5355200,4/3/1999,1020.0,0.655633613,28.883136
2742,USGS,5355200,4/4/1999,1060.0,0.681344735,30.015808
2743,USGS,5355200,4/5/1999,1070.0,0.687772516,30.298976
2744,USGS,5355200,4/6/1999,1340.0,0.86132259,37.944511999999996
2745,USGS,5355200,4/7/1999,2010.0,1.291983884,56.916768
2746,USGS,5355200,4/8/1999,2430.0,1.561950666,68.809824
2747,USGS,5355200,4/9/1999,2890.0,1.85762857,81.83555199999999
2748,USGS,5355200,4/10/1999,3790.0,2.436128817,107.320672
2749,USGS,5355200,4/11/1999,4270.0,2.744662282,120.912736
2750,USGS,5355200,4/12/1999,5010.0,3.22031804,141.867168
2751,USGS,5355200,4/13/1999,4740.0,3.046767966,134.221632
2752,USGS,5355200,4/14/1999,4440.0,2.853934551,125.726592
2753,USGS,5355200,4/15/1999,4020.0,2.583967769,113.833536
2754,USGS,5355200,4/16/1999,3610.0,2.320428768,102.223648
2755,USGS,5355200,4/17/1999,3270.0,2.10188423,92.595936
2756,USGS,5355200,4/18/1999,2920.0,1.876911912,82.685056
2757,USGS,5355200,4/19/1999,2670.0,1.716217399,75.605856
2758,USGS,5355200,4/20/1999,2460.0,1.581234008,69.659328
2759,USGS,5355200,4/21/1999,2280.0,1.465533958,64.562304
2760,USGS,5355200,4/22/1999,2200.0,1.414111714,62.29696
2761,USGS,5355200,4/23/1999,2490.0,1.600517349,70.508832
2762,USGS,5355200,4/24/1999,2840.0,1.825489668,80.419712
2763,USGS,5355200,4/25/1999,2860.0,1.838345229,80.986048
2764,USGS,5355200,4/26/1999,2640.0,1.696934057,74.75635199999999
2765,USGS,5355200,4/27/1999,2360.0,1.516956203,66.827648
2766,USGS,5355200,4/28/1999,2120.0,1.36268947,60.031616
2767,USGS,5355200,4/29/1999,1920.0,1.23413386,54.368256
2768,USGS,5355200,4/30/1999,1730.0,1.11200603,48.988064
2769,USGS,5355200,5/1/1999,1590.0,1.022017103,45.023711999999996
2770,USGS,5355200,5/2/1999,1490.0,0.957739297,42.192032
2771,USGS,5355200,5/3/1999,1400.0,0.899889273,39.64352
2772,USGS,5355200,5/4/1999,1340.0,0.86132259,37.944511999999996
2773,USGS,5355200,5/5/1999,1310.0,0.842039248,37.095008
2774,USGS,5355200,5/6/1999,1300.0,0.835611468,36.81184
2775,USGS,5355200,5/7/1999,1260.0,0.809900345,35.679168
2776,USGS,5355200,5/8/1999,1210.0,0.777761443,34.263328
2777,USGS,5355200,5/9/1999,1150.0,0.73919476,32.56432
2778,USGS,5355200,5/10/1999,1100.0,0.707055857,31.14848
2779,USGS,5355200,5/11/1999,1080.0,0.694200296,30.582144
2780,USGS,5355200,5/12/1999,1300.0,0.835611468,36.81184
2781,USGS,5355200,5/13/1999,2700.0,1.73550074,76.45536
2782,USGS,5355200,5/14/1999,4680.0,3.008201283,132.522624
2783,USGS,5355200,5/15/1999,5090.0,3.271740284,144.132512
2784,USGS,5355200,5/16/1999,4700.0,3.021056844,133.08896
2785,USGS,5355200,5/17/1999,4400.0,2.828223429,124.59392
2786,USGS,5355200,5/18/1999,4250.0,2.731806721,120.3464
2787,USGS,5355200,5/19/1999,4160.0,2.673956696,117.797888
2788,USGS,5355200,5/20/1999,4210.0,2.706095599,119.213728
2789,USGS,5355200,5/21/1999,5070.0,3.258884723,143.56617599999998
2790,USGS,5355200,5/22/1999,5940.0,3.818101629,168.201792
2791,USGS,5355200,5/23/1999,6500.0,4.178057338,184.0592
2792,USGS,5355200,5/24/1999,5610.0,3.605984871,158.857248
2793,USGS,5355200,5/25/1999,4330.0,2.783228965,122.611744
2794,USGS,5355200,5/26/1999,3550.0,2.281862084,100.52464
2795,USGS,5355200,5/27/1999,2560.0,1.645511813,72.491008
2796,USGS,5355200,5/28/1999,2390.0,1.536239544,67.67715199999999
2797,USGS,5355200,5/29/1999,2030.0,1.304839445,57.483104
2798,USGS,5355200,5/30/1999,1910.0,1.227706079,54.085088
2799,USGS,5355200,5/31/1999,1640.0,1.054156005,46.439552
2800,USGS,5355200,6/1/1999,1800.0,1.157000494,50.97024
2801,USGS,5355200,6/2/1999,1520.0,0.977022639,43.041536
2802,USGS,5355200,6/3/1999,1490.0,0.957739297,42.192032
2803,USGS,5355200,6/4/1999,1590.0,1.022017103,45.023711999999996
2804,USGS,5355200,6/5/1999,1100.0,0.707055857,31.14848
2805,USGS,5355200,6/6/1999,1420.0,0.912744834,40.209856
2806,USGS,5355200,6/7/1999,1540.0,0.9898782,43.607872
2807,USGS,5355200,6/8/1999,1680.0,1.079867127,47.572224
2808,USGS,5355200,6/9/1999,1660.0,1.067011566,47.005888
2809,USGS,5355200,6/10/1999,1570.0,1.009161542,44.457376
2810,USGS,5355200,6/11/1999,2070.0,1.330550568,58.615776
2811,USGS,5355200,6/12/1999,2480.0,1.594089569,70.225664
2812,USGS,5355200,6/13/1999,2700.0,1.73550074,76.45536
2813,USGS,5355200,6/14/1999,2620.0,1.684078496,74.190016
2814,USGS,5355200,6/15/1999,2300.0,1.478389519,65.12864
2815,USGS,5355200,6/16/1999,2020.0,1.298411665,57.199936
2816,USGS,5355200,6/17/1999,1750.0,1.124861591,49.5544
2817,USGS,5355200,6/18/1999,1580.0,1.015589322,44.740544
2818,USGS,5355200,6/19/1999,1510.0,0.970594858,42.758368
2819,USGS,5355200,6/20/1999,1440.0,0.925600395,40.776192
2820,USGS,5355200,6/21/1999,1370.0,0.880605931,38.794016
2821,USGS,5355200,6/22/1999,1310.0,0.842039248,37.095008
2822,USGS,5355200,6/23/1999,1260.0,0.809900345,35.679168
2823,USGS,5355200,6/24/1999,1230.0,0.790617004,34.829664
2824,USGS,5355200,6/25/1999,1210.0,0.777761443,34.263328
2825,USGS,5355200,6/26/1999,1110.0,0.713483638,31.431648
2826,USGS,5355200,6/27/1999,1030.0,0.662061394,29.166304
2827,USGS,5355200,6/28/1999,1010.0,0.649205832,28.599968
2828,USGS,5355200,6/29/1999,1030.0,0.662061394,29.166304
2829,USGS,5355200,6/30/1999,956.0,0.614495818,27.0708608
2830,USGS,5355200,7/1/1999,942.0,0.605496925,26.6744256
2831,USGS,5355200,7/2/1999,936.0,0.601640257,26.5045248
2832,USGS,5355200,7/3/1999,1100.0,0.707055857,31.14848
2833,USGS,5355200,7/4/1999,1780.0,1.144144932,50.403904
2834,USGS,5355200,7/5/1999,1540.0,0.9898782,43.607872
2835,USGS,5355200,7/6/1999,1300.0,0.835611468,36.81184
2836,USGS,5355200,7/7/1999,1130.0,0.726339199,31.997984
2837,USGS,5355200,7/8/1999,1220.0,0.784189223,34.546496
2838,USGS,5355200,7/9/1999,1290.0,0.829183687,36.528672
2839,USGS,5355200,7/10/1999,1180.0,0.758478101,33.413824
2840,USGS,5355200,7/11/1999,1040.0,0.668489174,29.449472
2841,USGS,5355200,7/12/1999,998.0,0.641492496,28.2601664
2842,USGS,5355200,7/13/1999,867.0,0.557288571,24.5506656
2843,USGS,5355200,7/14/1999,777.0,0.499438546,22.0021536
2844,USGS,5355200,7/15/1999,777.0,0.499438546,22.0021536
2845,USGS,5355200,7/16/1999,819.0,0.526435225,23.1914592
2846,USGS,5355200,7/17/1999,810.0,0.520650222,22.936608
2847,USGS,5355200,7/18/1999,802.0,0.515507998,22.7100736
2848,USGS,5355200,7/19/1999,950.0,0.610639149,26.90096
2849,USGS,5355200,7/20/1999,1430.0,0.919172614,40.493024
2850,USGS,5355200,7/21/1999,1860.0,1.195567177,52.669247999999996
2851,USGS,5355200,7/22/1999,1820.0,1.169856055,51.536576
2852,USGS,5355200,7/23/1999,2060.0,1.324122787,58.332608
2853,USGS,5355200,7/24/1999,2030.0,1.304839445,57.483104
2854,USGS,5355200,7/25/1999,1530.0,0.983450419,43.324704
2855,USGS,5355200,7/26/1999,1520.0,0.977022639,43.041536
2856,USGS,5355200,7/27/1999,1240.0,0.797044784,35.112832
2857,USGS,5355200,7/28/1999,1100.0,0.707055857,31.14848
2858,USGS,5355200,7/29/1999,1150.0,0.73919476,32.56432
2859,USGS,5355200,7/30/1999,1020.0,0.655633613,28.883136
2860,USGS,5355200,7/31/1999,905.0,0.581714137,25.626704
2861,USGS,5355200,8/1/1999,807.0,0.518721888,22.8516576
2862,USGS,5355200,8/2/1999,766.0,0.492367988,21.6906688
2863,USGS,5355200,8/3/1999,761.0,0.489154098,21.5490848
2864,USGS,5355200,8/4/1999,731.0,0.469870756,20.6995808
2865,USGS,5355200,8/5/1999,628.0,0.403664617,17.7829504
2866,USGS,5355200,8/6/1999,610.0,0.392094612,17.273248
2867,USGS,5355200,8/7/1999,596.0,0.383095719,16.8768128
2868,USGS,5355200,8/8/1999,566.0,0.363812377,16.0273088
2869,USGS,5355200,8/9/1999,602.0,0.386952387,17.0467136
2870,USGS,5355200,8/10/1999,883.0,0.56757302,25.0037344
2871,USGS,5355200,8/11/1999,795.0,0.511008551,22.511855999999998
2872,USGS,5355200,8/12/1999,745.0,0.478869649,21.096016
2873,USGS,5355200,8/13/1999,695.0,0.446730746,19.680176
2874,USGS,5355200,8/14/1999,599.0,0.385024053,16.9617632
2875,USGS,5355200,8/15/1999,551.0,0.354170707,15.6025568
2876,USGS,5355200,8/16/1999,579.0,0.372168492,16.3954272
2877,USGS,5355200,8/17/1999,536.0,0.344529036,15.1778048
2878,USGS,5355200,8/18/1999,517.0,0.332316253,14.6397856
2879,USGS,5355200,8/19/1999,625.0,0.401736282,17.698
2880,USGS,5355200,8/20/1999,712.0,0.457657973,20.1615616
2881,USGS,5355200,8/21/1999,738.0,0.474370202,20.8977984
2882,USGS,5355200,8/22/1999,805.0,0.517436332,22.795023999999998
2883,USGS,5355200,8/23/1999,2190.0,1.407683934,62.013792
2884,USGS,5355200,8/24/1999,1860.0,1.195567177,52.669247999999996
2885,USGS,5355200,8/25/1999,1520.0,0.977022639,43.041536
2886,USGS,5355200,8/26/1999,1170.0,0.752050321,33.130656
2887,USGS,5355200,8/27/1999,925.0,0.594569698,26.19304
2888,USGS,5355200,8/28/1999,863.0,0.554717459,24.4373984
2889,USGS,5355200,8/29/1999,723.0,0.464728532,20.4730464
2890,USGS,5355200,8/30/1999,594.0,0.381810163,16.8201792
2891,USGS,5355200,8/31/1999,697.0,0.448016302,19.7368096
2892,USGS,5355200,9/1/1999,776.0,0.498795768,21.9738368
2893,USGS,5355200,9/2/1999,894.0,0.574643578,25.3152192
2894,USGS,5355200,9/3/1999,794.0,0.510365773,22.4835392
2895,USGS,5355200,9/4/1999,764.0,0.491082432,21.6340352
2896,USGS,5355200,9/5/1999,750.0,0.482083539,21.2376
2897,USGS,5355200,9/6/1999,707.0,0.454444083,20.0199776
2898,USGS,5355200,9/7/1999,672.0,0.431946851,19.0288896
2899,USGS,5355200,9/8/1999,747.0,0.480155205,21.1526496
2900,USGS,5355200,9/9/1999,917.0,0.589427474,25.9665056
2901,USGS,5355200,9/10/1999,1000.0,0.642778052,28.3168
2902,USGS,5355200,9/11/1999,973.0,0.625423045,27.5522464
2903,USGS,5355200,9/12/1999,883.0,0.56757302,25.0037344
2904,USGS,5355200,9/13/1999,774.0,0.497510212,21.9172032
2905,USGS,5355200,9/14/1999,698.0,0.44865908,19.7651264
2906,USGS,5355200,9/15/1999,659.0,0.423590736,18.6607712
2907,USGS,5355200,9/16/1999,646.0,0.415234622,18.2926528
2908,USGS,5355200,9/17/1999,644.0,0.413949065,18.2360192
2909,USGS,5355200,9/18/1999,624.0,0.401093504,17.6696832
2910,USGS,5355200,9/19/1999,578.0,0.371525714,16.3671104
2911,USGS,5355200,9/20/1999,576.0,0.370240158,16.3104768
2912,USGS,5355200,9/21/1999,568.0,0.365097934,16.0839424
2913,USGS,5355200,9/22/1999,530.0,0.340672368,15.007904
2914,USGS,5355200,9/23/1999,455.0,0.292464014,12.884144
2915,USGS,5355200,9/24/1999,411.0,0.264181779,11.6382048
2916,USGS,5355200,9/25/1999,410.0,0.263539001,11.609888
2917,USGS,5355200,9/26/1999,415.0,0.266752892,11.751472
2918,USGS,5355200,9/27/1999,416.0,0.26739567,11.7797888
2919,USGS,5355200,9/28/1999,417.0,0.268038448,11.8081056
2920,USGS,5355200,9/29/1999,409.0,0.262896223,11.581571199999999
2921,USGS,5355200,9/30/1999,400.0,0.257111221,11.32672
2922,USGS,5355200,10/1/1999,384.0,0.246826772,10.8736512
2923,USGS,5355200,10/2/1999,381.0,0.244898438,10.788700799999999
2924,USGS,5355200,10/3/1999,403.0,0.259039555,11.4116704
2925,USGS,5355200,10/4/1999,444.0,0.285393455,12.5726592
2926,USGS,5355200,10/5/1999,448.0,0.287964567,12.6859264
2927,USGS,5355200,10/6/1999,437.0,0.280894009,12.374441599999999
2928,USGS,5355200,10/7/1999,408.0,0.262253445,11.5532544
2929,USGS,5355200,10/8/1999,387.0,0.248755106,10.9586016
2930,USGS,5355200,10/9/1999,402.0,0.258396777,11.3833536
2931,USGS,5355200,10/10/1999,406.0,0.260967889,11.4966208
2932,USGS,5355200,10/11/1999,418.0,0.268681226,11.8364224
2933,USGS,5355200,10/12/1999,414.0,0.266110114,11.723155199999999
2934,USGS,5355200,10/13/1999,392.0,0.251968996,11.1001856
2935,USGS,5355200,10/14/1999,371.0,0.238470657,10.5055328
2936,USGS,5355200,10/15/1999,358.0,0.230114543,10.137414399999999
2937,USGS,5355200,10/16/1999,343.0,0.220472872,9.7126624
2938,USGS,5355200,10/17/1999,341.0,0.219187316,9.6560288
2939,USGS,5355200,10/18/1999,341.0,0.219187316,9.6560288
2940,USGS,5355200,10/19/1999,339.0,0.21790176,9.5993952
2941,USGS,5355200,10/20/1999,338.0,0.217258982,9.5710784
2942,USGS,5355200,10/21/1999,336.0,0.215973425,9.5144448
2943,USGS,5355200,10/22/1999,345.0,0.221758428,9.769296
2944,USGS,5355200,10/23/1999,364.0,0.233971211,10.3073152
2945,USGS,5355200,10/24/1999,348.0,0.223686762,9.8542464
2946,USGS,5355200,10/25/1999,334.0,0.214687869,9.4578112
2947,USGS,5355200,10/26/1999,325.0,0.208902867,9.20296
2948,USGS,5355200,10/27/1999,323.0,0.207617311,9.1463264
2949,USGS,5355200,10/28/1999,321.0,0.206331755,9.0896928
2950,USGS,5355200,10/29/1999,323.0,0.207617311,9.1463264
2951,USGS,5355200,10/30/1999,335.0,0.215330647,9.486127999999999
2952,USGS,5355200,10/31/1999,338.0,0.217258982,9.5710784
2953,USGS,5355200,11/1/1999,377.0,0.242327326,10.6754336
2954,USGS,5355200,11/2/1999,403.0,0.259039555,11.4116704
2955,USGS,5355200,11/3/1999,375.0,0.241041769,10.6188
2956,USGS,5355200,11/4/1999,376.0,0.241684548,10.6471168
2957,USGS,5355200,11/5/1999,373.0,0.239756213,10.5621664
2958,USGS,5355200,11/6/1999,369.0,0.237185101,10.4488992
2959,USGS,5355200,11/7/1999,339.0,0.21790176,9.5993952
2960,USGS,5355200,11/8/1999,322.0,0.206974533,9.1180096
2961,USGS,5355200,11/9/1999,294.0,0.188976747,8.3251392
2962,USGS,5355200,11/10/1999,328.0,0.210831201,9.2879104
2963,USGS,5355200,11/11/1999,410.0,0.263539001,11.609888
2964,USGS,5355200,11/12/1999,415.0,0.266752892,11.751472
2965,USGS,5355200,11/13/1999,396.0,0.254540109,11.2134528
2966,USGS,5355200,11/14/1999,357.0,0.229471765,10.1090976
2967,USGS,5355200,11/15/1999,334.0,0.214687869,9.4578112
2968,USGS,5355200,11/16/1999,307.0,0.197332862,8.693257599999999
2969,USGS,5355200,11/17/1999,279.0,0.179335076,7.9003872
2970,USGS,5355200,11/18/1999,276.0,0.177406742,7.8154368
2971,USGS,5355200,11/19/1999,272.0,0.17483563,7.7021695999999995
2972,USGS,5355200,11/20/1999,266.0,0.170978962,7.5322688
2973,USGS,5355200,11/21/1999,252.0,0.161980069,7.1358336
2974,USGS,5355200,11/22/1999,233.0,0.149767286,6.5978144
2975,USGS,5355200,11/23/1999,255.0,0.163908403,7.220784
2976,USGS,5355200,11/24/1999,288.0,0.185120079,8.1552384
2977,USGS,5355200,11/25/1999,288.0,0.185120079,8.1552384
2978,USGS,5355200,11/26/1999,286.0,0.183834523,8.0986048
2979,USGS,5355200,11/27/1999,285.0,0.183191745,8.070288
2980,USGS,5355200,11/28/1999,281.0,0.180620633,7.9570208
2981,USGS,5355200,11/29/1999,281.0,0.180620633,7.9570208
2982,USGS,5355200,11/30/1999,281.0,0.180620633,7.9570208
2983,USGS,5355200,12/1/1999,279.0,0.179335076,7.9003872
2984,USGS,5355200,12/2/1999,277.0,0.17804952,7.8437536
2985,USGS,5355200,12/3/1999,275.0,0.176763964,7.78712
2986,USGS,5355200,12/4/1999,274.0,0.176121186,7.7588032
2987,USGS,5355200,12/5/1999,275.0,0.176763964,7.78712
2988,USGS,5355200,12/6/1999,283.0,0.181906189,8.0136544
2989,USGS,5355200,12/7/1999,346.0,0.222401206,9.7976128
2990,USGS,5355200,12/8/1999,459.0,0.295035126,12.9974112
2991,USGS,5355200,12/9/1999,445.0,0.286036233,12.600976
2992,USGS,5355200,12/10/1999,415.0,0.266752892,11.751472
2993,USGS,5355200,12/11/1999,410.0,0.263539001,11.609888
2994,USGS,5355200,12/12/1999,388.0,0.249397884,10.9869184
2995,USGS,5355200,12/13/1999,360.0,0.231400099,10.194048
2996,USGS,5355200,12/14/1999,343.0,0.220472872,9.7126624
2997,USGS,5355200,12/15/1999,330.0,0.212116757,9.344543999999999
2998,USGS,5355200,12/16/1999,318.0,0.204403421,9.0047424
2999,USGS,5355200,12/17/1999,310.0,0.199261196,8.778208
3000,USGS,5355200,12/18/1999,280.0,0.179977855,7.928704
3001,USGS,5355200,12/19/1999,265.0,0.170336184,7.503952
3002,USGS,5355200,12/20/1999,255.0,0.163908403,7.220784
3003,USGS,5355200,12/21/1999,240.0,0.154266732,6.796032
3004,USGS,5355200,12/22/1999,235.0,0.151052842,6.6544479999999995
3005,USGS,5355200,12/23/1999,250.0,0.160694513,7.0792
3006,USGS,5355200,12/24/1999,260.0,0.167122294,7.362368
3007,USGS,5355200,12/25/1999,265.0,0.170336184,7.503952
3008,USGS,5355200,12/26/1999,275.0,0.176763964,7.78712
3009,USGS,5355200,12/27/1999,280.0,0.179977855,7.928704
3010,USGS,5355200,12/28/1999,285.0,0.183191745,8.070288
3011,USGS,5355200,12/29/1999,295.0,0.189619525,8.353456
3012,USGS,5355200,12/30/1999,300.0,0.192833416,8.49504
3013,USGS,5355200,12/31/1999,302.0,0.194118972,8.551673599999999
3014,USGS,5355200,1/1/2000,304.0,0.195404528,8.6083072
3015,USGS,5355200,1/2/2000,315.0,0.202475086,8.919792
3016,USGS,5355200,1/3/2000,314.0,0.201832308,8.8914752
3017,USGS,5355200,1/4/2000,311.0,0.199903974,8.8065248
3018,USGS,5355200,1/5/2000,327.0,0.210188423,9.2595936
3019,USGS,5355200,1/6/2000,318.0,0.204403421,9.0047424
3020,USGS,5355200,1/7/2000,334.0,0.214687869,9.4578112
3021,USGS,5355200,1/8/2000,380.0,0.24425566,10.760384
3022,USGS,5355200,1/9/2000,329.0,0.211473979,9.3162272
3023,USGS,5355200,1/10/2000,329.0,0.211473979,9.3162272
3024,USGS,5355200,1/11/2000,321.0,0.206331755,9.0896928
3025,USGS,5355200,1/12/2000,329.0,0.211473979,9.3162272
3026,USGS,5355200,1/13/2000,349.0,0.22432954,9.8825632
3027,USGS,5355200,1/14/2000,327.0,0.210188423,9.2595936
3028,USGS,5355200,1/15/2000,303.0,0.19476175,8.5799904
3029,USGS,5355200,1/16/2000,299.0,0.192190638,8.4667232
3030,USGS,5355200,1/17/2000,300.0,0.192833416,8.49504
3031,USGS,5355200,1/18/2000,305.0,0.196047306,8.636624
3032,USGS,5355200,1/19/2000,280.0,0.179977855,7.928704
3033,USGS,5355200,1/20/2000,275.0,0.176763964,7.78712
3034,USGS,5355200,1/21/2000,270.0,0.173550074,7.645536
3035,USGS,5355200,1/22/2000,275.0,0.176763964,7.78712
3036,USGS,5355200,1/23/2000,280.0,0.179977855,7.928704
3037,USGS,5355200,1/24/2000,285.0,0.183191745,8.070288
3038,USGS,5355200,1/25/2000,285.0,0.183191745,8.070288
3039,USGS,5355200,1/26/2000,290.0,0.186405635,8.211872
3040,USGS,5355200,1/27/2000,295.0,0.189619525,8.353456
3041,USGS,5355200,1/28/2000,300.0,0.192833416,8.49504
3042,USGS,5355200,1/29/2000,300.0,0.192833416,8.49504
3043,USGS,5355200,1/30/2000,300.0,0.192833416,8.49504
3044,USGS,5355200,1/31/2000,295.0,0.189619525,8.353456
3045,USGS,5355200,2/1/2000,290.0,0.186405635,8.211872
3046,USGS,5355200,2/2/2000,290.0,0.186405635,8.211872
3047,USGS,5355200,2/3/2000,290.0,0.186405635,8.211872
3048,USGS,5355200,2/4/2000,290.0,0.186405635,8.211872
3049,USGS,5355200,2/5/2000,285.0,0.183191745,8.070288
3050,USGS,5355200,2/6/2000,285.0,0.183191745,8.070288
3051,USGS,5355200,2/7/2000,289.0,0.185762857,8.1835552
3052,USGS,5355200,2/8/2000,290.0,0.186405635,8.211872
3053,USGS,5355200,2/9/2000,289.0,0.185762857,8.1835552
3054,USGS,5355200,2/10/2000,287.0,0.184477301,8.1269216
3055,USGS,5355200,2/11/2000,280.0,0.179977855,7.928704
3056,USGS,5355200,2/12/2000,307.0,0.197332862,8.693257599999999
3057,USGS,5355200,2/13/2000,293.0,0.188333969,8.2968224
3058,USGS,5355200,2/14/2000,284.0,0.182548967,8.0419712
3059,USGS,5355200,2/15/2000,284.0,0.182548967,8.0419712
3060,USGS,5355200,2/16/2000,280.0,0.179977855,7.928704
3061,USGS,5355200,2/17/2000,284.0,0.182548967,8.0419712
3062,USGS,5355200,2/18/2000,284.0,0.182548967,8.0419712
3063,USGS,5355200,2/19/2000,284.0,0.182548967,8.0419712
3064,USGS,5355200,2/20/2000,284.0,0.182548967,8.0419712
3065,USGS,5355200,2/21/2000,284.0,0.182548967,8.0419712
3066,USGS,5355200,2/22/2000,286.0,0.183834523,8.0986048
3067,USGS,5355200,2/23/2000,318.0,0.204403421,9.0047424
3068,USGS,5355200,2/24/2000,602.0,0.386952387,17.0467136
3069,USGS,5355200,2/25/2000,1790.0,1.150572713,50.687072
3070,USGS,5355200,2/26/2000,2750.0,1.767639643,77.8712
3071,USGS,5355200,2/27/2000,2470.0,1.587661788,69.942496
3072,USGS,5355200,2/28/2000,2050.0,1.317695007,58.04944
3073,USGS,5355200,2/29/2000,1700.0,1.092722688,48.13856
3074,USGS,5355200,3/1/2000,1480.0,0.951311517,41.908864
3075,USGS,5355200,3/2/2000,1310.0,0.842039248,37.095008
3076,USGS,5355200,3/3/2000,1200.0,0.771333662,33.98016
3077,USGS,5355200,3/4/2000,1120.0,0.719911418,31.714816
3078,USGS,5355200,3/5/2000,1050.0,0.674916955,29.73264
3079,USGS,5355200,3/6/2000,1000.0,0.642778052,28.3168
3080,USGS,5355200,3/7/2000,1030.0,0.662061394,29.166304
3081,USGS,5355200,3/8/2000,942.0,0.605496925,26.6744256
3082,USGS,5355200,3/9/2000,965.0,0.62028082,27.325712
3083,USGS,5355200,3/10/2000,1050.0,0.674916955,29.73264
3084,USGS,5355200,3/11/2000,1070.0,0.687772516,30.298976
3085,USGS,5355200,3/12/2000,1030.0,0.662061394,29.166304
3086,USGS,5355200,3/13/2000,989.0,0.635707493,28.0053152
3087,USGS,5355200,3/14/2000,925.0,0.594569698,26.19304
3088,USGS,5355200,3/15/2000,879.0,0.565001908,24.8904672
3089,USGS,5355200,3/16/2000,837.0,0.538005229,23.7011616
3090,USGS,5355200,3/17/2000,815.0,0.523864112,23.078192
3091,USGS,5355200,3/18/2000,800.0,0.514222442,22.65344
3092,USGS,5355200,3/19/2000,800.0,0.514222442,22.65344
3093,USGS,5355200,3/20/2000,782.0,0.502652437,22.1437376
3094,USGS,5355200,3/21/2000,730.0,0.469227978,20.671264
3095,USGS,5355200,3/22/2000,630.0,0.404950173,17.839584
3096,USGS,5355200,3/23/2000,626.0,0.402379061,17.7263168
3097,USGS,5355200,3/24/2000,652.0,0.41909129,18.4625536
3098,USGS,5355200,3/25/2000,663.0,0.426161848,18.7740384
3099,USGS,5355200,3/26/2000,669.0,0.430018517,18.9439392
3100,USGS,5355200,3/27/2000,651.0,0.418448512,18.4342368
3101,USGS,5355200,3/28/2000,623.0,0.400450726,17.6413664
3102,USGS,5355200,3/29/2000,594.0,0.381810163,16.8201792
3103,USGS,5355200,3/30/2000,571.0,0.367026268,16.1688928
3104,USGS,5355200,3/31/2000,556.0,0.357384597,15.7441408
3105,USGS,5355200,4/1/2000,527.0,0.338744033,14.9229536
3106,USGS,5355200,4/2/2000,522.0,0.335530143,14.7813696
3107,USGS,5355200,4/3/2000,519.0,0.333601809,14.6964192
3108,USGS,5355200,4/4/2000,491.0,0.315604024,13.9035488
3109,USGS,5355200,4/5/2000,487.0,0.313032911,13.7902816
3110,USGS,5355200,4/6/2000,470.0,0.302105684,13.308895999999999
3111,USGS,5355200,4/7/2000,451.0,0.289892901,12.7708768
3112,USGS,5355200,4/8/2000,446.0,0.286679011,12.6292928
3113,USGS,5355200,4/9/2000,446.0,0.286679011,12.6292928
3114,USGS,5355200,4/10/2000,405.0,0.260325111,11.468304
3115,USGS,5355200,4/11/2000,443.0,0.284750677,12.5443424
3116,USGS,5355200,4/12/2000,396.0,0.254540109,11.2134528
3117,USGS,5355200,4/13/2000,350.0,0.224972318,9.91088
3118,USGS,5355200,4/14/2000,352.0,0.226257874,9.9675136
3119,USGS,5355200,4/15/2000,360.0,0.231400099,10.194048
3120,USGS,5355200,4/16/2000,385.0,0.24746955,10.901968
3121,USGS,5355200,4/17/2000,361.0,0.232042877,10.2223648
3122,USGS,5355200,4/18/2000,376.0,0.241684548,10.6471168
3123,USGS,5355200,4/19/2000,416.0,0.26739567,11.7797888
3124,USGS,5355200,4/20/2000,467.0,0.30017735,13.2239456
3125,USGS,5355200,4/21/2000,509.0,0.327174028,14.4132512
3126,USGS,5355200,4/22/2000,524.0,0.336815699,14.8380032
3127,USGS,5355200,4/23/2000,504.0,0.323960138,14.2716672
3128,USGS,5355200,4/24/2000,464.0,0.298249016,13.1389952
3129,USGS,5355200,4/25/2000,447.0,0.287321789,12.6576096
3130,USGS,5355200,4/26/2000,424.0,0.272537894,12.0063232
3131,USGS,5355200,4/27/2000,419.0,0.269324004,11.8647392
3132,USGS,5355200,4/28/2000,398.0,0.255825665,11.2700864
3133,USGS,5355200,4/29/2000,383.0,0.246183994,10.8453344
3134,USGS,5355200,4/30/2000,385.0,0.24746955,10.901968
3135,USGS,5355200,5/1/2000,392.0,0.251968996,11.1001856
3136,USGS,5355200,5/2/2000,357.0,0.229471765,10.1090976
3137,USGS,5355200,5/3/2000,358.0,0.230114543,10.137414399999999
3138,USGS,5355200,5/4/2000,361.0,0.232042877,10.2223648
3139,USGS,5355200,5/5/2000,346.0,0.222401206,9.7976128
3140,USGS,5355200,5/6/2000,335.0,0.215330647,9.486127999999999
